字詞號,字詞名,部首字,部首外筆劃數,總筆劃數,注音一式
02635,鶗,鳥,9,20,ㄊㄧˊ
02636,鯷,魚,9,20,ㄊㄧˊ
02637,啼,口,9,12,ㄊㄧˊ
02638,蹄,足,9,16,ㄊㄧˊ
02639,稊,禾,7,12,ㄊㄧˊ
02640,綈,糸,7,13,ㄊㄧˊ
02641,鵜,鳥,7,18,ㄊㄧˊ
02642,鷈,鳥,10,21,ㄊㄧˊ
02643,體,骨,13,23,ㄊㄧˇ
02644,弟,弓,4,7,(二)ㄊㄧˋ
02645,剃,刀,7,9,ㄊㄧˋ
02646,涕,水,7,10,ㄊㄧˋ
02647,悌,心,7,10,ㄊㄧˋ
02648,銻,金,7,15,ㄊㄧˋ
02649,倜,人,8,10,ㄊㄧˋ
02650,惕,心,8,11,ㄊㄧˋ
02651,裼,衣,8,14,(一)ㄊㄧˋ
02652,鬄,髟,8,18,ㄊㄧˋ
02653,逖,辵,7,11,ㄊㄧˋ
02654,屜,尸,8,11,ㄊㄧˋ
02655,啻,口,9,12,(二)（又音）ㄊㄧˋ
02656,替,曰,8,12,ㄊㄧˋ
02657,棣,木,8,12,(二)ㄊㄧˋ
02658,摘,手,11,14,(二)ㄊㄧˋ
02659,擿,手,15,18,(二)ㄊㄧˋ
02660,殢,歹,11,15,ㄊㄧˋ
02661,薙,艸,13,17,ㄊㄧˋ
02662,嚏,口,14,17,ㄊㄧˋ
02663,籊,竹,14,20,ㄊㄧˋ
02664,趯,走,14,21,(一)ㄊㄧˋ
02665,怗,心,5,8,(一)ㄊㄧㄝ
02666,帖,巾,5,8,(一)ㄊㄧㄝ
02667,貼,貝,5,12,ㄊㄧㄝ
02668,跕,足,5,12,(一)ㄊㄧㄝ
02669,帖,巾,5,8,(二)ㄊㄧㄝˇ
02670,鐵,金,13,21,ㄊㄧㄝˇ
02671,驖,馬,13,23,ㄊㄧㄝˇ
02672,帖,巾,5,8,(三)ㄊㄧㄝˋ
02673,餮,食,9,18,ㄊㄧㄝˋ
02674,佻,人,6,8,(二)ㄊㄧㄠ
02675,庣,广,6,9,ㄊㄧㄠ
02676,恌,心,6,9,ㄊㄧㄠ
02677,挑,手,6,9,(一)ㄊㄧㄠ
02678,祧,示,6,11,ㄊㄧㄠ
02679,岧,山,5,8,ㄊㄧㄠˊ
02680,苕,艸,5,9,ㄊㄧㄠˊ
02681,迢,辵,5,9,ㄊㄧㄠˊ
02682,笤,竹,5,11,ㄊㄧㄠˊ
02683,髫,髟,5,15,ㄊㄧㄠˊ
02684,齠,齒,5,20,ㄊㄧㄠˊ
02685,佻,人,6,8,(一)ㄊㄧㄠˊ
02686,條,木,7,11,ㄊㄧㄠˊ
02687,鰷,魚,11,22,ㄊㄧㄠˊ
02688,蜩,虫,8,14,ㄊㄧㄠˊ
02689,調,言,8,15,(一)ㄊㄧㄠˊ
02690,鞗,革,7,16,ㄊㄧㄠˊ
02691,挑,手,6,9,(二)ㄊㄧㄠˇ
02692,朓,月,6,10,(一)ㄊㄧㄠˇ
02693,窕,穴,6,11,ㄊㄧㄠˇ
02694,誂,言,6,13,(一)ㄊㄧㄠˇ
02695,&4837_.png;,身,6,13,ㄊㄧㄠˇ
02696,嬥,女,14,17,ㄊㄧㄠˇ
02697,眺,目,6,11,ㄊㄧㄠˋ
02698,跳,足,6,13,ㄊㄧㄠˋ
02699,覜,見,6,13,ㄊㄧㄠˋ
02700,糶,米,19,25,ㄊㄧㄠˋ
02701,天,大,1,4,ㄊㄧㄢ
02702,添,水,8,11,ㄊㄧㄢ
02703,酟,酉,5,12,ㄊㄧㄢ
02704,田,田,0,5,ㄊㄧㄢˊ
02705,佃,人,5,7,(二)ㄊㄧㄢˊ
02706,甸,田,2,7,(二)ㄊㄧㄢˊ
02707,畋,田,4,9,ㄊㄧㄢˊ
02708,鈿,金,5,13,(二)（又音）ㄊㄧㄢˊ
02709,恬,心,6,9,ㄊㄧㄢˊ
02710,甜,甘,6,11,ㄊㄧㄢˊ
02711,湉,水,9,12,ㄊㄧㄢˊ
02712,填,土,10,13,ㄊㄧㄢˊ
02713,搷,手,10,13,ㄊㄧㄢˊ
02714,磌,石,10,15,ㄊㄧㄢˊ
02715,闐,門,10,18,ㄊㄧㄢˊ
02716,忝,心,4,8,ㄊㄧㄢˇ
02717,舔,舌,8,14,ㄊㄧㄢˇ
02718,殄,歹,5,9,ㄊㄧㄢˇ
02719,淟,水,8,11,ㄊㄧㄢˇ
02720,㥏,心,8,11,ㄊㄧㄢˇ
02721,腆,肉,8,12,ㄊㄧㄢˇ
02722,餂,食,6,14,ㄊㄧㄢˇ
02724,靦,面,7,16,(一)ㄊㄧㄢˇ
02725,掭,手,8,11,ㄊㄧㄢˋ
02726,蚺,虫,5,11,(二)ㄊㄧㄢˋ
02727,瑱,玉,10,14,ㄊㄧㄢˋ
02727A,舚,舌,13,19,ㄊㄧㄢˋ
02728,汀,水,2,5,ㄊㄧㄥ
02729,朾,木,2,6,ㄊㄧㄥ
02730,耵,耳,2,8,(二)（又音）ㄊㄧㄥ
02731,桯,木,7,11,(一)ㄊㄧㄥ
02732,鞓,革,7,16,ㄊㄧㄥ
02733,綎,糸,7,13,ㄊㄧㄥ
02734,聽,耳,16,22,(一)ㄊㄧㄥ
02735,廳,广,22,25,ㄊㄧㄥ
02736,廷,廴,4,7,ㄊㄧㄥˊ
02737,庭,广,7,10,ㄊㄧㄥˊ
02738,莛,艸,7,11,ㄊㄧㄥˊ
02739,蜓,虫,7,13,ㄊㄧㄥˊ
02740,筳,竹,7,13,ㄊㄧㄥˊ
02741,霆,雨,7,15,ㄊㄧㄥˊ
02742,鼮,鼠,7,20,ㄊㄧㄥˊ
02743,亭,亠,7,9,ㄊㄧㄥˊ
02744,停,人,9,11,ㄊㄧㄥˊ
02745,渟,水,9,12,ㄊㄧㄥˊ
02746,婷,女,9,12,ㄊㄧㄥˊ
02747,葶,艸,9,13,ㄊㄧㄥˊ
02748,&97d8._104_0.gif;,土,1,4,(一)ㄊㄧㄥˇ
02749,侹,人,7,9,ㄊㄧㄥˇ
02750,挺,手,7,10,ㄊㄧㄥˇ
02751,珽,玉,7,11,ㄊㄧㄥˇ
02752,梃,木,7,11,ㄊㄧㄥˇ
02753,脡,肉,7,11,ㄊㄧㄥˇ
02754,艇,舟,7,13,ㄊㄧㄥˇ
02755,鋌,金,7,15,(一)ㄊㄧㄥˇ
02756,頲,頁,7,16,ㄊㄧㄥˇ
02757,町,田,2,7,(一)ㄊㄧㄥˇ
02758,聽,耳,16,22,(二)ㄊㄧㄥˋ
02759,凸,凵,3,5,(三)（又音）ㄊㄨ
02760,禿,禾,2,7,ㄊㄨ
02761,鵚,鳥,7,18,ㄊㄨ
02762,廜,广,11,14,ㄊㄨ
02763,嶀,山,11,14,ㄊㄨ
02764,凸,凵,3,5,(一)ㄊㄨˊ
02765,怢,心,5,8,ㄊㄨˊ
02766,突,穴,4,9,ㄊㄨˊ
02767,葖,艸,9,13,ㄊㄨˊ
02768,鼵,鼠,9,22,ㄊㄨˊ
02769,涂,水,7,10,ㄊㄨˊ
02770,悇,心,7,10,ㄊㄨˊ
02771,荼,艸,7,11,(一)ㄊㄨˊ
02772,途,辵,7,11,ㄊㄨˊ
02773,稌,禾,7,12,ㄊㄨˊ
02774,塗,土,10,13,ㄊㄨˊ
02775,嵞,山,10,13,ㄊㄨˊ
02776,酴,酉,7,14,ㄊㄨˊ
02777,駼,馬,7,17,ㄊㄨˊ
02778,鵌,鳥,7,18,ㄊㄨˊ
02779,徒,彳,7,10,ㄊㄨˊ
02780,跿,足,7,14,ㄊㄨˊ
02781,屠,尸,8,11,(一)ㄊㄨˊ
02782,瘏,疒,8,13,ㄊㄨˊ
02783,菟,艸,8,12,(二)ㄊㄨˊ
02784,腯,肉,9,13,ㄊㄨˊ
02785,圖,囗,11,14,ㄊㄨˊ
02786,土,土,0,3,ㄊㄨˇ
02787,吐,口,3,6,(一)ㄊㄨˇ
02788,芏,艸,3,7,ㄊㄨˇ
02789,釷,金,3,11,ㄊㄨˇ
02790,吐,口,3,6,(二)ㄊㄨˋ
02791,兔,儿,6,8,ㄊㄨˋ
02792,堍,土,8,11,ㄊㄨˋ
02793,菟,艸,8,12,(一)ㄊㄨˋ
02794,它,宀,2,5,(二)（又音）ㄊㄨㄛ
02795,佗,人,5,7,(一)ㄊㄨㄛ
02796,他,人,3,5,(二)（又音）ㄊㄨㄛ
02797,牠,牛,3,7,(二)（又音）ㄊㄨㄛ
02798,拖,手,5,8,ㄊㄨㄛ
02799,托,手,3,6,ㄊㄨㄛ
02800,侂,人,6,8,ㄊㄨㄛ
02801,託,言,3,10,ㄊㄨㄛ
02802,飥,食,3,11,ㄊㄨㄛ
02803,魠,魚,3,14,ㄊㄨㄛ
02804,侻,人,7,9,(一)ㄊㄨㄛ
02805,梲,木,7,11,(二)ㄊㄨㄛ
02806,脫,肉,7,11,(一)ㄊㄨㄛ
02807,它,宀,2,5,(三)ㄊㄨㄛˊ
02808,佗,人,5,7,(二)ㄊㄨㄛˊ
02809,沱,水,5,8,ㄊㄨㄛˊ
02810,坨,土,5,8,ㄊㄨㄛˊ
02811,岮,山,5,8,ㄊㄨㄛˊ
02812,陀,阜,5,8,ㄊㄨㄛˊ
02813,砣,石,5,10,ㄊㄨㄛˊ
02814,紽,糸,5,11,ㄊㄨㄛˊ
02815,酡,酉,5,12,ㄊㄨㄛˊ
02816,跎,足,5,12,ㄊㄨㄛˊ
02817,駝,馬,5,15,ㄊㄨㄛˊ
02818,鴕,鳥,5,16,ㄊㄨㄛˊ
02819,鮀,魚,5,16,ㄊㄨㄛˊ
02820,阤,阜,3,6,(一)ㄊㄨㄛˊ
02821,堶,土,9,12,ㄊㄨㄛˊ
02822,馱,馬,3,13,(一)ㄊㄨㄛˊ
02823,橐,木,12,16,ㄊㄨㄛˊ
02824,驒,馬,12,22,ㄊㄨㄛˊ
02825,鼉,黽,12,25,ㄊㄨㄛˊ
02826,妥,女,4,7,ㄊㄨㄛˇ
02827,庹,广,8,11,ㄊㄨㄛˇ
02828,媠,女,9,12,(一)ㄊㄨㄛˇ
02829,橢,木,12,16,ㄊㄨㄛˇ
02830,拓,手,5,8,(一)ㄊㄨㄛˋ
02831,柝,木,5,9,ㄊㄨㄛˋ
02832,跅,足,5,12,ㄊㄨㄛˋ
02833,唾,口,9,12,ㄊㄨㄛˋ
02834,魄,鬼,5,15,(二)ㄊㄨㄛˋ
02835,蘀,艸,16,20,ㄊㄨㄛˋ
02836,籜,竹,16,22,ㄊㄨㄛˋ
02837,推,手,8,11,ㄊㄨㄟ
02838,蓷,艸,11,15,ㄊㄨㄟ
02839,隤,阜,12,15,ㄊㄨㄟˊ
02840,蹪,足,12,19,ㄊㄨㄟˊ
02841,頹,頁,7,16,ㄊㄨㄟˊ
02842,魋,鬼,8,18,ㄊㄨㄟˊ
02843,僓,人,12,14,ㄊㄨㄟˇ
02844,腿,肉,10,14,ㄊㄨㄟˇ
02845,侻,人,7,9,(二)ㄊㄨㄟˋ
02846,脫,肉,7,11,(二)ㄊㄨㄟˋ
02847,蛻,虫,7,13,(一)ㄊㄨㄟˋ
02848,駾,馬,7,17,ㄊㄨㄟˋ
02849,退,辵,6,10,ㄊㄨㄟˋ
02850,褪,衣,10,16,(二)（又音）ㄊㄨㄟˋ
02851,湍,水,9,12,ㄊㄨㄢ
02852,貒,豸,9,16,ㄊㄨㄢ
02853,剸,刀,11,13,(一)ㄊㄨㄢˊ
02854,漙,水,11,14,ㄊㄨㄢˊ
02855,慱,心,11,14,ㄊㄨㄢˊ
02856,摶,手,11,14,ㄊㄨㄢˊ
02857,團,囗,11,14,ㄊㄨㄢˊ
02858,篿,竹,11,17,(一)ㄊㄨㄢˊ
02859,糰,米,14,20,ㄊㄨㄢˊ
02860,畽,田,9,14,ㄊㄨㄢˇ
02861,疃,田,12,17,ㄊㄨㄢˇ
02862,彖,彐,6,9,ㄊㄨㄢˋ
02863,褖,衣,9,15,ㄊㄨㄢˋ
02864,吞,口,4,7,ㄊㄨㄣ
02865,涒,水,7,10,(一)ㄊㄨㄣ
02866,啍,口,8,11,ㄊㄨㄣ
02867,暾,日,12,16,ㄊㄨㄣ
02868,&fda5._104_0.gif;,黃,8,20,ㄊㄨㄣ
02869,屯,屮,1,4,(一)ㄊㄨㄣˊ
02869A,庉,广,4,7,(二)ㄊㄨㄣˊ
02870,忳,心,4,7,ㄊㄨㄣˊ
02871,囤,囗,4,7,(二)ㄊㄨㄣˊ
02872,芚,艸,4,8,ㄊㄨㄣˊ
02873,軘,車,4,11,ㄊㄨㄣˊ
02874,飩,食,4,12,(二)（又音）ㄊㄨㄣˊ
02875,魨,魚,4,15,ㄊㄨㄣˊ
02876,豚,豕,4,11,ㄊㄨㄣˊ
02877,臀,肉,13,17,ㄊㄨㄣˊ
02878,汆,水,2,6,(一)ㄊㄨㄣˇ
02879,褪,衣,10,16,(一)ㄊㄨㄣˋ
02880,恫,心,6,9,(一)ㄊㄨㄥ
02881,痌,疒,6,11,ㄊㄨㄥ
02882,通,辵,7,11,ㄊㄨㄥ
02883,同,口,3,6,(一)ㄊㄨㄥˊ
02884,侗,人,6,8,(一)ㄊㄨㄥˊ
02885,洞,水,6,9,(二)ㄊㄨㄥˊ
02886,垌,土,6,9,(二)ㄊㄨㄥˊ
02887,哃,口,6,9,ㄊㄨㄥˊ
02888,峒,山,6,9,(一)ㄊㄨㄥˊ
02889,桐,木,6,10,ㄊㄨㄥˊ
02890,茼,艸,6,10,ㄊㄨㄥˊ
02891,酮,酉,6,13,ㄊㄨㄥˊ
02892,銅,金,6,14,ㄊㄨㄥˊ
02893,鮦,魚,6,17,ㄊㄨㄥˊ
02894,佟,人,5,7,ㄊㄨㄥˊ
02895,彤,彡,4,7,ㄊㄨㄥˊ
02896,童,立,7,12,ㄊㄨㄥˊ
02897,僮,人,12,14,(一)ㄊㄨㄥˊ
02898,潼,水,12,15,ㄊㄨㄥˊ
02899,氃,毛,12,16,ㄊㄨㄥˊ
02900,橦,木,12,16,(一)ㄊㄨㄥˊ
02901,曈,日,12,16,ㄊㄨㄥˊ
02902,朣,月,12,16,ㄊㄨㄥˊ
02903,瞳,目,12,17,ㄊㄨㄥˊ
02904,罿,网,12,17,(一)ㄊㄨㄥˊ
02905,穜,禾,12,17,ㄊㄨㄥˊ
02906,艟,舟,12,18,ㄊㄨㄥˊ
02907,赨,赤,6,13,ㄊㄨㄥˊ
02908,捅,手,7,10,ㄊㄨㄥˇ
02909,桶,木,7,11,ㄊㄨㄥˇ
02910,統,糸,5,11,ㄊㄨㄥˇ
02911,筒,竹,6,12,ㄊㄨㄥˇ
02912,同,口,3,6,(二)ㄊㄨㄥˋ
02913,衕,行,6,12,ㄊㄨㄥˋ
02914,痛,疒,7,12,ㄊㄨㄥˋ
02915,慟,心,11,14,ㄊㄨㄥˋ
02916,那,邑,4,7,(五)ㄋㄚ
02917,南,十,7,9,(二)ㄋㄚˊ
02918,拏,手,5,9,ㄋㄚˊ
02919,拿,手,6,10,ㄋㄚˊ
02920,那,邑,4,7,(三)ㄋㄚˇ
02921,哪,口,7,10,(一)ㄋㄚˇ
02922,內,入,2,4,(二)ㄋㄚˋ
02923,吶,口,4,7,ㄋㄚˋ
02924,衲,衣,4,10,ㄋㄚˋ
02925,納,糸,4,10,ㄋㄚˋ
02926,訥,言,4,11,(二)（又音）ㄋㄚˋ
02927,軜,車,4,11,ㄋㄚˋ
02928,鈉,金,4,12,ㄋㄚˋ
02929,魶,魚,4,15,ㄋㄚˋ
02930,那,邑,4,7,(一)ㄋㄚˋ
02931,娜,女,7,10,(二)ㄋㄚˋ
02932,捺,手,8,11,ㄋㄚˋ
02932A,哪,口,7,10,(四)˙ㄋㄚ
02933,訥,言,4,11,(一)ㄋㄜˋ
02934,眲,目,6,11,ㄋㄜˋ
02935,呢,口,5,8,(二)˙ㄋㄜ
02936,乃,丿,1,2,ㄋㄞˇ
02937,奶,女,2,5,ㄋㄞˇ
02938,氖,气,2,6,ㄋㄞˇ
02939,釢,金,2,10,ㄋㄞˇ
02940,迺,辵,6,10,ㄋㄞˇ
02941,嬭,女,14,17,ㄋㄞˇ
02942,奈,大,5,8,ㄋㄞˋ
02943,柰,木,5,9,ㄋㄞˋ
02944,&8fe8._104_0.gif;,艸,8,12,ㄋㄞˋ
02945,錼,金,8,16,ㄋㄞˋ
02946,耐,而,3,9,ㄋㄞˋ
02947,鼐,鼎,2,15,ㄋㄞˋ
02948,褦,衣,10,16,ㄋㄞˋ
02949,那,邑,4,7,(四)ㄋㄟˇ
02950,哪,口,7,10,(二)ㄋㄟˇ
02951,餒,食,7,15,ㄋㄟˇ
02952,內,入,2,4,(一)ㄋㄟˋ
02953,那,邑,4,7,(二)ㄋㄟˋ
02954,孬,子,7,10,ㄋㄠ
02955,怓,心,5,8,ㄋㄠˊ
02956,呶,口,5,8,ㄋㄠˊ
02957,峱,山,7,10,ㄋㄠˊ
02958,硇,石,6,11,ㄋㄠˊ
02959,猱,犬,9,12,ㄋㄠˊ
02960,撓,手,12,15,ㄋㄠˊ
02961,橈,木,12,16,ㄋㄠˊ
02962,譊,言,12,19,ㄋㄠˊ
02963,鐃,金,12,20,ㄋㄠˊ
02964,憹,心,13,16,(一)ㄋㄠˊ
02965,獶,犬,15,18,ㄋㄠˊ
02966,惱,心,9,12,ㄋㄠˇ
02967,瑙,玉,9,13,ㄋㄠˇ
02968,腦,肉,9,13,ㄋㄠˇ
02969,淖,水,8,11,ㄋㄠˋ
02970,鬧,鬥,5,15,ㄋㄠˋ
02971,臑,肉,14,18,(二)（又音）ㄋㄠˋ
02972,譨,言,13,20,ㄋㄡˊ
02973,䨲,雨,14,22,ㄋㄡˊ
02974,耨,耒,10,16,ㄋㄡˋ
02975,檽,木,14,18,ㄋㄡˋ
02976,囡,囗,3,6,ㄋㄢ
02977,男,田,2,7,ㄋㄢˊ
02978,柟,木,5,9,ㄋㄢˊ
02979,南,十,7,9,(一)ㄋㄢˊ
02980,喃,口,9,12,ㄋㄢˊ
02981,楠,木,9,13,ㄋㄢˊ
02982,蝻,虫,9,15,(一)ㄋㄢˊ
02983,諵,言,9,16,ㄋㄢˊ
02984,難,隹,11,19,(一)ㄋㄢˊ
02985,赧,赤,4,11,ㄋㄢˇ
02986,腩,肉,9,13,ㄋㄢˇ
02987,蝻,虫,9,15,(二)（又音）ㄋㄢˇ
02988,戁,心,19,23,ㄋㄢˇ
02989,難,隹,11,19,(二)ㄋㄢˋ
02990,嫩,女,11,14,ㄋㄣˋ
02991,囊,口,19,22,ㄋㄤˊ
02992,曩,日,17,21,ㄋㄤˇ
02993,攮,手,22,25,ㄋㄤˇ
02994,齉,鼻,22,36,ㄋㄤˋ
02995,囔,口,22,25,˙ㄋㄤ
02996,能,肉,6,10,ㄋㄥˊ
02997,儜,人,14,16,ㄋㄥˊ
02998,尼,尸,2,5,ㄋㄧˊ
02999,泥,水,5,8,(一)ㄋㄧˊ
03000,怩,心,5,8,ㄋㄧˊ
03001,呢,口,5,8,(一)ㄋㄧˊ
03002,妮,女,5,8,ㄋㄧˊ
03003,鈮,金,5,13,ㄋㄧˊ
03004,兒,儿,6,8,(二)ㄋㄧˊ
03005,倪,人,8,10,ㄋㄧˊ
03006,堄,土,8,11,ㄋㄧˊ
03007,郳,邑,8,11,ㄋㄧˊ
03008,猊,犬,8,11,ㄋㄧˊ
03009,婗,女,8,11,ㄋㄧˊ
03010,輗,車,8,15,ㄋㄧˊ
03011,霓,雨,8,16,ㄋㄧˊ
03012,麑,鹿,8,19,ㄋㄧˊ
03013,鯢,魚,8,19,ㄋㄧˊ
03014,齯,齒,8,23,ㄋㄧˊ
03015,你,人,5,7,ㄋㄧˇ
03016,妳,女,5,8,ㄋㄧˇ
03017,柅,木,5,9,ㄋㄧˇ
03018,旎,方,7,11,ㄋㄧˇ
03019,孴,子,10,13,ㄋㄧˇ
03020,儗,人,14,16,ㄋㄧˇ
03021,擬,手,14,17,ㄋㄧˇ
03022,薿,艸,14,18,ㄋㄧˇ
03023,禰,示,14,19,(一)ㄋㄧˇ
03024,泥,水,5,8,(二)ㄋㄧˋ
03025,昵,日,5,9,ㄋㄧˋ
03026,逆,辵,6,10,ㄋㄧˋ
03027,匿,匸,9,11,ㄋㄧˋ
03028,暱,日,11,15,ㄋㄧˋ
03029,惄,心,8,12,ㄋㄧˋ
03030,溺,水,10,13,(一)ㄋㄧˋ
03031,睨,目,8,13,ㄋㄧˋ
03032,膩,肉,12,16,ㄋㄧˋ
03033,嶷,山,14,17,(二)ㄋㄧˋ
03034,捏,手,7,10,ㄋㄧㄝ
03035,捻,手,8,11,(二)ㄋㄧㄝ
03036,苶,艸,5,9,ㄋㄧㄝˊ
03037,乜,乙,1,2,(二)ㄋㄧㄝˋ
03038,痆,疒,5,10,ㄋㄧㄝˋ
03039,涅,水,7,10,ㄋㄧㄝˋ
03040,臬,自,4,10,ㄋㄧㄝˋ
03041,嵲,山,10,13,ㄋㄧㄝˋ
03042,臲,自,10,16,ㄋㄧㄝˋ
03043,闑,門,10,18,ㄋㄧㄝˋ
03044,鎳,金,10,18,ㄋㄧㄝˋ
03045,喦,口,9,12,(一)ㄋㄧㄝˋ
03046,敜,攴,8,12,ㄋㄧㄝˋ
03047,隉,阜,9,12,ㄋㄧㄝˋ
03048,業,木,9,13,(二)ㄋㄧㄝˋ
03049,踂,足,7,14,ㄋㄧㄝˋ
03050,摰,手,11,15,ㄋㄧㄝˋ
03051,聶,耳,12,18,ㄋㄧㄝˋ
03052,攝,手,18,21,(二)ㄋㄧㄝˋ
03053,囁,口,18,21,(一)ㄋㄧㄝˋ
03054,躡,足,18,25,ㄋㄧㄝˋ
03055,鑷,金,18,26,ㄋㄧㄝˋ
03056,顳,頁,18,27,ㄋㄧㄝˋ
03057,孽,子,17,20,ㄋㄧㄝˋ
03058,櫱,木,16,20,ㄋㄧㄝˋ
03059,糱,米,16,22,ㄋㄧㄝˋ
03060,籋,竹,14,20,ㄋㄧㄝˋ
03061,齧,齒,6,21,ㄋㄧㄝˋ
03062,鳥,鳥,0,11,(一)ㄋㄧㄠˇ
03063,蔦,艸,11,15,ㄋㄧㄠˇ
03064,裊,衣,7,13,ㄋㄧㄠˇ
03065,嬝,女,13,16,ㄋㄧㄠˇ
03066,嫋,女,10,13,ㄋㄧㄠˇ
03067,褭,衣,10,16,ㄋㄧㄠˇ
03068,嬲,女,14,17,ㄋㄧㄠˇ
03069,尿,尸,4,7,ㄋㄧㄠˋ
03070,溺,水,10,13,(二)ㄋㄧㄠˋ
03071,妞,女,4,7,ㄋㄧㄡ
03072,牛,牛,0,4,ㄋㄧㄡˊ
03073,忸,心,4,7,ㄋㄧㄡˇ
03074,扭,手,4,7,ㄋㄧㄡˇ
03075,狃,犬,4,7,ㄋㄧㄡˇ
03076,杻,木,4,8,(二)ㄋㄧㄡˇ
03077,紐,糸,4,10,ㄋㄧㄡˇ
03078,鈕,金,4,12,ㄋㄧㄡˇ
03079,拗,手,5,8,(三)ㄋㄧㄡˋ
03080,蔫,艸,11,15,(二)ㄋㄧㄢ
03081,年,干,3,6,ㄋㄧㄢˊ
03082,哖,口,6,9,ㄋㄧㄢˊ
03083,拈,手,5,8,(一)ㄋㄧㄢˊ
03084,粘,米,5,11,ㄋㄧㄢˊ
03085,鮎,魚,5,16,ㄋㄧㄢˊ
03086,黏,黍,5,17,ㄋㄧㄢˊ
03087,鯰,魚,8,19,ㄋㄧㄢˊ
03088,拈,手,5,8,(二)ㄋㄧㄢˇ
03089,淰,水,8,11,(一)ㄋㄧㄢˇ
03090,捻,手,8,11,(一)ㄋㄧㄢˇ
03091,輦,車,8,15,ㄋㄧㄢˇ
03092,攆,手,15,18,ㄋㄧㄢˇ
03093,撚,手,12,15,ㄋㄧㄢˇ
03094,碾,石,10,15,ㄋㄧㄢˇ
03095,輾,車,10,17,(二)ㄋㄧㄢˇ
03096,廿,廾,1,4,ㄋㄧㄢˋ
03097,念,心,4,8,ㄋㄧㄢˋ
03098,埝,土,8,11,ㄋㄧㄢˋ
03099,唸,口,8,11,ㄋㄧㄢˋ
03100,恁,心,6,10,(二)ㄋㄧㄣˊ
03101,您,心,7,11,ㄋㄧㄣˊ
03103,孃,女,17,20,ㄋㄧㄤˊ
03104,釀,酉,17,24,ㄋㄧㄤˋ
03105,甯,用,7,12,(二)ㄋㄧㄥˊ
03106,&fdfe._104_0.gif;,虫,12,18,ㄋㄧㄥˊ
03107,寧,宀,11,14,(一)ㄋㄧㄥˊ
03108,擰,手,14,17,(一)ㄋㄧㄥˊ
03109,嚀,口,14,17,ㄋㄧㄥˊ
03110,獰,犬,14,17,ㄋㄧㄥˊ
03111,檸,木,14,18,ㄋㄧㄥˊ
03112,聹,耳,14,20,ㄋㄧㄥˊ
03113,鬡,髟,14,24,ㄋㄧㄥˊ
03114,凝,冫,14,16,ㄋㄧㄥˊ
03115,擰,手,14,17,(二)ㄋㄧㄥˇ
03116,佞,人,5,7,ㄋㄧㄥˋ
03117,甯,用,7,12,(一)ㄋㄧㄥˋ
03118,寧,宀,11,14,(二)ㄋㄧㄥˋ
03119,濘,水,14,17,ㄋㄧㄥˋ
03120,擰,手,14,17,(三)ㄋㄧㄥˋ
03121,奴,女,2,5,ㄋㄨˊ
03122,帑,巾,5,8,(一)ㄋㄨˊ
03123,孥,子,5,8,ㄋㄨˊ
03124,笯,竹,5,11,ㄋㄨˊ
03125,駑,馬,5,15,ㄋㄨˊ
03126,努,力,5,7,ㄋㄨˇ
03127,弩,弓,5,8,ㄋㄨˇ
03128,砮,石,5,10,ㄋㄨˇ
03129,怒,心,5,9,ㄋㄨˋ
03130,傉,人,10,12,ㄋㄨˋ
03131,那,邑,4,7,(六)ㄋㄨㄛˊ
03132,挪,手,7,10,ㄋㄨㄛˊ
03133,哪,口,7,10,(三)ㄋㄨㄛˊ
03134,娜,女,7,10,(一)ㄋㄨㄛˊ
03135,挼,手,7,10,(一)ㄋㄨㄛˊ
03136,儺,人,19,21,ㄋㄨㄛˊ
03137,㛂,女,6,9,ㄋㄨㄛˇ
03138,掿,手,9,12,ㄋㄨㄛˋ
03139,喏,口,9,12,(二)ㄋㄨㄛˋ
03140,諾,言,9,16,ㄋㄨㄛˋ
03141,&fec5._104_0.gif;,金,9,17,ㄋㄨㄛˋ
03142,搦,手,10,13,ㄋㄨㄛˋ
03143,懦,心,14,17,ㄋㄨㄛˋ
03144,糯,米,14,20,ㄋㄨㄛˋ
03145,渜,水,9,12,ㄋㄨㄢˇ
03146,餪,食,9,17,ㄋㄨㄢˇ
03147,暖,日,9,13,(一)ㄋㄨㄢˇ
03148,黁,麻,9,20,ㄋㄨㄣˊ
03149,農,辰,6,13,ㄋㄨㄥˊ
03150,儂,人,13,15,ㄋㄨㄥˊ
03151,濃,水,13,16,ㄋㄨㄥˊ
03152,憹,心,13,16,(二)ㄋㄨㄥˊ
03153,噥,口,13,16,ㄋㄨㄥˊ
03154,膿,肉,13,17,ㄋㄨㄥˊ
03155,穠,禾,13,18,ㄋㄨㄥˊ
03156,襛,衣,13,19,ㄋㄨㄥˊ
03157,醲,酉,13,20,ㄋㄨㄥˊ
03158,弄,廾,4,7,(一)（語音）ㄋㄨㄥˋ
03159,女,女,0,3,(一)ㄋㄩˇ
03160,籹,米,3,9,(一)ㄋㄩˇ
03161,釹,金,3,11,ㄋㄩˇ
03162,女,女,0,3,(二)ㄋㄩˋ
03163,恧,心,6,10,ㄋㄩˋ
03164,衄,血,4,10,ㄋㄩˋ
03165,朒,月,6,10,ㄋㄩˋ
03166,虐,虍,3,9,ㄋㄩㄝˋ
03167,瘧,疒,9,14,ㄋㄩㄝˋ
